Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2016-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Finland,FIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.4098467277,3.3488772149,3.7425673664,4.2796309074,5.0241899439,5.5498370632,6.4440502446,6.2133865886,7.2008901389,8.2043423299,8.7696438817,8.7991322436,9.51830728,10.5842903284,9.9520677,9.785017744,10.8512429153,10.5972997542,10.9233904566,11.4034573078,12.1866725529,10.7314031939,8.9256641847,8.5622466554,8.6555809401,10.1313261825,10.8433328847,11.6899438639,10.5499398461,10.5924355774,10.3771689611,10.7104772086,9.4155210877,9.9483750644,11.2460279231,10.3201433497,11.9586361634,11.6605782092,11.0582844895,10.7295164006,10.1284741401,10.9967421022,11.86067583,13.2610969393,12.832674977,10.4164380522,12.5706384483,12.0984818633,10.6371591894,9.9551942723,11.5431470841,10.5111276862,9.0185383335,8.5125538429,,,
Fiji,FJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.4940503275,0.4142973631,0.5479937188,0.55483164,0.9443225915,0.743069388,0.6774645256,0.7290243508,0.7938390858,0.8490108092,1.0003554077,1.0347045999,1.0673807274,1.1382670197,1.1869077055,1.0811631101,0.8238724271,1.2810576708,1.1674740871,1.3510661404,1.2526272873,1.6618071547,1.2567315578,1.0432980395,0.8324975798,0.8141297215,0.8420523055,0.660514739,0.7659471752,0.8704155534,1.122305545,0.9174118828,0.9702699944,1.0102142448,1.0680126844,1.1206721358,1.1405633548,0.9296318765,0.8797347041,0.9957581829,1.0667991415,1.3691322317,1.0249910812,1.0552505064,1.3846105908,1.6598817259,1.644275372,1.4409179506,0.5957962823,1.252675928,1.8591874895,1.8349226993,1.8247788157,1.9407691425,,,
France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.793507945,5.9271304638,6.207578239,6.8441497854,6.9829570035,7.0337019554,6.8747650826,7.3064221599,7.5011940271,8.0029787797,8.4368682329,8.8115598196,9.0773421395,9.6666805261,9.2622306691,8.2377527746,9.2700486398,8.7804638161,9.2061442301,9.5982175342,9.1318539373,8.1801551777,7.8214047735,7.5254875305,7.1779232544,7.0582844444,6.7494525332,6.5670662097,6.4355195093,6.7141807371,6.4196681862,6.6706243919,6.2160129368,6.0883223589,5.6987986487,5.8633791498,6.2805242332,5.8618948986,6.2702313887,6.096279079,5.9444382169,6.1506699164,6.0661132165,6.1132883307,6.1172128391,6.096464152,5.9029238538,5.762833484,5.6865139086,5.4342197582,5.4249202553,5.0738146938,5.0709310219,5.0504829943,,,
Faroe Islands,FRO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.7122512111,3.2731644112,3.3380934771,3.507116737,3.3664663662,3.7312377967,3.7861645473,4.5274035107,4.8610742881,5.5729483283,6.6522403918,6.6787317549,5.962601626,6.3684025069,7.4956127231,8.5954501715,8.0546200029,9.8206625329,9.5289896534,11.3115051333,9.8048128342,10.1021602883,10.3928126063,10.9202883948,11.0239395212,11.2793848168,10.567041569,10.5672755011,11.0495720773,12.0441949901,12.8262164019,12.4307702026,12.8337913858,14.5870859981,12.9907174888,15.4666092202,13.6427939475,13.276969438,13.8144307051,13.7556486086,14.8285904799,16.2242831617,15.455618309,15.6460302853,15.93254059,14.9450524443,13.9860839089,14.1853947612,12.9701207099,11.8429021044,12.9866781971,11.7212117463,12.1998429525,12.3012921395,,,
"Micronesia, Fed. Sts.",FSM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7097026893,0.7453527477,1.088453547,1.2629526203,1.6423999254,1.3710589533,1.3732025165,1.3763077645,1.1394847361,1.1797691143,1.3609916254,1.1583103607,1.6225507642,1.1678456654,1.2403359233,1.3815545423,1.4142193255,,,
Gabon,GAB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.2644529427,0.3272977186,0.1726303731,0.1420574506,0.3640445749,0.4062875578,0.7029021568,1.8274449334,3.4669045271,2.4801284868,3.529552514,4.7289865622,4.4676552569,8.5066768061,8.5641775901,8.2627843729,8.6016008461,9.3027463737,10.8838116459,9.4928971364,9.0975334801,8.7948001118,8.5498476268,7.0123453496,7.4194209047,7.6115040399,5.8248040242,4.5875293798,4.808124037,6.2287492122,4.7249348661,4.636922797,4.9095409308,4.8390442504,4.1463209352,4.2561473203,4.2824683217,4.1932826152,4.2449293078,3.998161196,3.8112684199,3.8082907885,3.5469883462,3.5220746943,3.4778052191,3.5478245028,2.961875763,2.8579604997,2.8266242169,2.8729246107,2.9418075718,2.8340066367,2.8386205298,2.8818711898,,,
United Kingdom,GBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,11.1507591603,11.1541389205,11.1429283944,11.2548534576,11.2658388889,11.4561595126,11.3189607766,10.7841045545,10.993488228,11.3426704063,11.7323972998,11.8230362899,11.5623541784,11.7455269443,10.983592861,10.7360536444,10.6545420185,10.7618685096,10.7672949904,11.4653910396,10.286757042,9.9552966478,9.7404616583,9.6877984049,9.3817029087,9.9001397836,10.0346393903,10.0677466746,10.0207439611,10.1919306282,9.7108816781,9.8708090325,9.6609299984,9.4546958283,9.4483998953,9.2748462358,9.480231059,9.0427208527,9.0944039135,9.047636069,9.199549233,9.2331749873,8.9041231081,9.0532778389,8.9891401275,8.982938536,8.8987102202,8.6171636811,8.4144565676,7.5694993294,7.8642045943,7.0809787009,7.3343108588,7.1337217094,,,
Georgia,GEO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1466900585,2.0264783857,1.2513479102,0.4864545839,0.8809824311,0.9791398182,1.1056650993,0.9759449747,1.0266570853,0.8594008754,0.7776699564,0.8773176006,1.0184671378,1.2094973747,1.4868372824,1.5729830965,1.2820851117,1.4868956762,1.4150547631,1.7762474839,1.9231377778,1.9888813559,,,
Ghana,GHA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.2199444251,0.195992162,0.2023575594,0.2359835759,0.2196309311,0.221145789,0.1826298899,0.1856837443,0.2145508447,0.2013120574,0.3054064237,0.2600510939,0.2668428455,0.2647268038,0.3058289638,0.2793681964,0.2429186456,0.2947306884,0.2868581649,0.2519792394,0.2369524233,0.2740946614,0.2649356134,0.3073525888,0.2096932167,0.2615529058,0.2325460023,0.2437343574,0.2490974797,0.2349766833,0.2609570106,0.2615675101,0.2573994151,0.2858496418,0.3032017075,0.314827029,0.3267773353,0.3623463543,0.3563125306,0.3562396781,0.3340720852,0.3586451381,0.375072777,0.3758127643,0.352614883,0.3269344502,0.4263042305,0.4362367771,0.3953190872,0.3250529537,0.4094092402,0.3943769508,0.4649683015,0.558786409,,,
Gibraltar,GIB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.2142691254,2.3552782493,2.4852030904,2.4435806308,2.4025945663,2.0498366013,2.331708351,2.6082172294,2.7292123217,2.7009575252,2.8252301204,3.2472226695,2.9346564763,3.3573902313,3.0478508668,3.4590260582,3.0003506585,2.9707198519,2.6607981669,3.4713544625,3.3125564589,1.9263067052,0.8249409471,1.3759849906,1.2397355471,1.653601894,1.5151185066,1.7885791468,2.6094756554,2.6036248132,5.3297432266,7.3547021245,8.6808951359,8.7804833125,10.3675050487,10.0797141286,10.3488857939,10.7670850767,11.3199808901,11.7147945507,12.2005411137,12.4981145758,12.484858259,12.5733121244,13.4186589531,13.7449449794,14.2011074498,13.9190796103,14.1371265246,15.1952510935,15.1538786932,14.6363665626,14.7137761926,15.49110971,,,
Guinea,GIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.1148047486,0.1695359485,0.1788315235,0.1857986304,0.1837345921,0.1796712779,0.1820401468,0.1805290063,0.1826994467,0.1798078298,0.1878977341,0.1911374745,0.193889744,0.18591796,0.1934558284,0.1934544187,0.2027555493,0.2053195695,0.2042723922,0.2125141963,0.2140038553,0.2159738499,0.209766847,0.1984332139,0.1983073505,0.1956719539,0.190947426,0.1848830282,0.185059487,0.1813191303,0.1750218177,0.1687470454,0.1591420972,0.1542529701,0.1630018036,0.1590285835,0.1566129821,0.1536102243,0.1462902035,0.1471492492,0.145443687,0.1449478972,0.1452430673,0.1446007207,0.141801846,0.1221192669,0.1192905732,0.1191930556,0.2099476607,0.2107988507,0.2364215413,0.2456256438,0.2219984286,0.1924229412,,,
"Gambia, The",GMB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0498329841,0.0584016393,0.0669291441,0.0754003136,0.0743526835,0.0731817445,0.0808536388,0.0792689664,0.0861791407,0.1093873336,0.1065790562,0.119525938,0.1390952885,0.1272588086,0.1233185365,0.190010939,0.18457744,0.2060026494,0.2454017766,0.2506686263,0.2609010029,0.2521229971,0.2489162329,0.2396625225,0.2458276102,0.2354198653,0.2104727641,0.2234490769,0.2174815553,0.2039196683,0.2079861607,0.2085519595,0.2021208512,0.2072992455,0.2016337603,0.2030061572,0.1974313745,0.1920089529,0.2024916286,0.2151778828,0.2238044436,0.2228382381,0.2411625527,0.2335417986,0.2313685761,0.2240101295,0.2267641126,0.2577647837,0.2588336278,0.2662598488,0.2794107745,0.2494844489,0.261767974,0.2632084153,,,
Guinea-Bissau,GNB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0297449575,0.0470570874,0.0640297283,0.0748845809,0.0911109662,0.1011483896,0.0996171127,0.0707397168,0.0908526499,0.0839470209,0.097878982,0.1011777398,0.0894248473,0.1463848881,0.1342215552,0.1460239286,0.1203875453,0.1274716598,0.1253107567,0.1318957207,0.172587853,0.1649616413,0.1615663051,0.1581318257,0.1745476418,0.1823912816,0.1897956501,0.1967677009,0.2142178903,0.2236848093,0.1631771394,0.16294896,0.1626520311,0.1622988636,0.1587293342,0.1552659591,0.1519047958,0.1635036319,0.1367389069,0.1509256232,0.1115051446,0.1118947997,0.1122250826,0.1386521949,0.1408595797,0.1453980902,0.144756166,0.1512568894,0.1456190478,0.1469710026,0.1458545976,0.1468106834,0.1475679742,0.1460841436,,,
Equatorial Guinea,GNQ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0872696984,0.08624853,0.0852989067,0.0983524273,0.0969581821,0.1088829256,0.0931825607,0.0908814105,0.1016137803,0.1506914052,0.1260548976,0.2316690943,0.3201385201,0.1117992066,0.2056918029,0.2616647079,0.2728291267,0.2829064406,0.3236329685,0.289929958,0.2659595204,0.2991104776,0.2918412581,0.2281816551,0.27338778,0.2099380739,0.2442838239,0.2884121297,0.2999904087,0.3210936624,0.3206753179,0.5166363117,0.5354198787,0.245396251,0.084649709,0.2944514333,0.2529816059,0.6113755533,0.3398585618,0.9214878045,0.8564916669,5.6373561721,8.772418191,10.2553410865,8.607938621,7.5289199285,7.3655976758,7.2040408652,6.5621175624,6.5338150759,6.4210618765,9.0146753707,7.5356229377,6.7903829217,,,
Greece,GRC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.1289204817,1.1697826281,1.2032011901,1.4456748972,1.553764446,1.991253557,2.1652098512,2.2494139857,2.5536699591,2.903833843,2.7483297141,3.1495959251,3.5520521277,4.1725121698,4.0413825139,4.2970973105,4.670280089,5.0491534654,5.0988242897,5.3720789698,5.3336425545,5.2132921521,5.326966418,5.6409214038,5.7655618782,6.1001622661,5.9324883496,6.3468326635,6.7739326648,7.352537262,7.2845216417,7.1766398154,7.260257729,7.2380062359,7.4107923563,7.4588796432,7.5636541362,7.8525069131,8.1853678776,8.0504528189,8.47843382,8.6360142742,8.5919701868,8.760745127,8.8679671946,8.9808394481,8.8277962194,8.8922934418,8.6628242814,8.277892345,7.5072112257,7.2693446379,7.2403672572,6.3068510948,,,
Grenada,GRD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.2448448159,0.2009094894,0.2777308924,0.1571223515,0.2338996024,0.2326309223,0.3091970741,0.3861544618,0.4251594203,0.503485351,0.4659959759,0.506169038,0.5074784164,0.5874782386,0.3936619038,0.515624155,0.521364904,0.528579507,0.5763781296,0.538223572,0.5356051413,0.6477725642,0.6696565726,0.6494931288,0.6332689963,0.6239702924,0.6590977173,0.7379680221,0.9722525315,1.059925055,1.104449245,1.1405318542,1.2072303783,1.2310125938,1.4387191533,1.4996758202,1.5279773007,1.6680543881,1.7375372648,1.9159018543,1.8764416453,1.9082268849,2.0112830558,2.113420793,2.0003701647,2.1015143126,2.2372965068,2.3010126753,2.4344584063,2.4259621469,2.4872417054,2.4081374322,2.5726990026,2.8739872713,,,
Greenland,GRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.8826769231,8.7050445104,7.5435428571,9.0667582418,8.387287234,8.7933163265,9.5975802469,9.9770405728,12.5049769585,9.0654120267,8.219137931,9.9444067797,11.4641200828,11.3751836735,11.2602828283,10.2025403226,4.4269617706,14.6234615385,7.9749796748,11.5333064516,11.2493625498,10.3538823529,10.0397475728,6.9680038388,10.7852941176,9.5810714286,6.1002429907,4.3380406654,9.9704927007,8.5541229656,9.9589388489,9.8447387387,8.6867450271,9.0346376812,9.0518738739,9.0032078853,9.2494991055,9.2984642857,9.4126203209,9.6087165775,9.4611209964,9.5660869565,9.5223197725,9.3669514666,10.2449965736,10.6915254237,11.04479163,11.2820793917,11.7181508308,10.2217388989,11.6637729549,12.440341009,10.0050167224,10.0629392915,,,
Guatemala,GTM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.3260499254,0.3320990811,0.3173267373,0.3399220849,0.3849642001,0.4180262565,0.3584828191,0.3973173801,0.4173329974,0.4324156364,0.4239436116,0.4378449374,0.4722978814,0.4976748481,0.5057241818,0.5649259221,0.5167425116,0.5796121714,0.6113242935,0.6769691232,0.6336066444,0.5427467209,0.4830294662,0.4123515494,0.4323213813,0.4341222586,0.4446852821,0.4684964485,0.4725837016,0.4749721066,0.5553423485,0.5384257858,0.6255823172,0.5738483618,0.676691242,0.6918097035,0.62681398,0.6988754194,0.7859634721,0.7826531502,0.8483066494,0.8873014952,0.9041846422,0.8612386074,0.9023904171,0.9535003021,0.937542221,0.9150471432,0.8102567952,0.8220083835,0.7917811801,0.7865543069,0.779031996,0.8665741751,,,
Guam,GUM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.1698586727,1.2663641643,1.1296059172,0.9954256593,1.020889367,1.6576457727,1.7827524565,1.9699621718,1.9573351488,1.9890570603,2.2722334921,2.1309740825,2.193440496,2.5025890565,2.1292118752,2.4672350969,2.3339644851,2.4913351127,2.6605214251,1.9468463317,2.2749353558,2.285683637,1.7880608454,1.5976841666,1.816186949,1.8549663222,1.3831362709,1.7568553403,1.9111641211,1.6309290218,1.5731380209,1.5536792929,1.4563327996,1.4517022961,1.9165770225,2.0134072754,2.0790914183,2.1686575259,2.2479967884,2.2689961618,2.1689220687,2.146426827,2.1268498345,2.1087285886,2.193790574,1.9359914882,1.735612911,2.095040757,2.0832553576,2.0856624518,2.2828640149,2.3577220284,2.6303028705,2.5441419754,,,
High income,HIC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.5286007142,7.5794789764,7.829977265,8.1653843628,8.4763169555,8.7471104989,9.0321557484,9.3378278081,9.7470272767,10.2636009337,11.0522310685,11.1607323569,11.6026246901,12.0979800992,11.6945641212,11.208717762,11.7246070107,11.8742941722,12.0820858905,12.3028032532,11.9478306117,11.3707283696,10.86110374,10.7574240159,10.9738562872,11.02386425,10.9858238296,11.2105318377,11.5405966937,11.7528699097,11.4599007147,11.4849830352,11.5407545317,11.618894593,11.6927411512,11.6676426609,11.905985695,11.917247281,11.8429458659,11.9242283944,12.2425066451,12.1186619234,12.1153911736,12.2113753982,12.3383430855,12.2517561477,12.1909119283,12.1624393096,11.9092722645,11.1728923884,11.4819181155,11.2237331849,11.0706804644,10.9937090981,,,
"Hong Kong SAR, China",HKG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.9609823108,1.0648780026,1.1150111945,1.2423786138,1.20538264,1.3361786042,1.4234009201,1.6272386376,1.6316206906,2.0081710189,2.1220250063,2.2643972017,2.2516354642,2.1915892588,2.4637312537,2.4698168818,2.7685119522,3.1048338678,3.3751327263,3.2223956833,3.2910367166,3.6058762588,3.7425759331,3.9317462723,4.1398873636,4.2179707489,4.6516193028,5.0572524819,5.2389437771,5.3371481833,4.7916238058,4.9790107789,5.705486596,5.9252406372,5.1832814726,5.1120342425,4.5254158962,4.7314488466,5.9753993918,6.4658870809,6.0674682671,5.6531756103,5.8772264646,6.4418208831,6.1485159578,6.439263195,6.1333250208,6.321536226,6.3207236483,6.0452278855,5.8026116853,6.1930795011,6.0725429793,6.2600473043,,,
Honduras,HND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.307669104,0.3562284778,0.3274094899,0.3217330034,0.3164580307,0.3195286821,0.3333314051,0.3524985842,0.4798910744,0.4492750802,0.5164003836,0.4811667975,0.5400114577,0.5159514922,0.5168032561,0.5368813621,0.5549328946,0.6054397536,0.6005265677,0.548496672,0.5658044777,0.4858905051,0.4559700188,0.5020049539,0.4834190266,0.4499985369,0.4232703318,0.4834574104,0.5407677571,0.5723434705,0.5287328309,0.5353868738,0.5939915325,0.5357721883,0.6116729212,0.6938994151,0.6918158463,0.710112081,0.7768139767,0.7754361984,0.8058721016,0.8967059177,0.9372035794,1.0215773378,1.0908661358,1.0979391385,1.00008677,1.2306029785,1.1946402423,1.0663611671,1.0628808449,1.1749544113,1.1613234057,1.1548930897,,,
Heavily indebted poor countries (HIPC),HPC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.1223765153,0.1259338958,0.1231880127,0.1271654824,0.1349851055,0.1538275187,0.156477481,0.1662287827,0.1811511453,0.1975765355,0.2086707285,0.2183041876,0.2179653639,0.2277284206,0.2265090136,0.2201907329,0.208858781,0.210666096,0.2135560142,0.211352991,0.2226756873,0.213092144,0.2123560127,0.2083784656,0.1968189538,0.2041974458,0.1757811708,0.1899462752,0.2001936696,0.2059854072,0.1704019554,0.1602393085,0.1601353702,0.1613473449,0.1613388913,0.1710945198,0.1755047257,0.1757663461,0.165877753,0.1627746134,0.1601910462,0.1655675027,0.1678607756,0.1806634867,0.1878070556,0.1833401517,0.1916263049,0.1995956527,0.2036973654,0.2039002618,0.2205101409,0.2318734779,0.2534354187,0.2672436307,,,
Croatia,HRV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6883293065,3.6274849138,3.5589615054,3.6520775327,3.7845006676,4.1474315398,4.4914843368,4.4182760211,4.391949164,4.6233932432,4.8645563063,5.200697973,5.0672173913,5.1158034669,5.1222373874,5.4029558161,5.1302349663,4.808661306,4.6275551006,4.6858820984,4.2559822268,4.1618666214,,,
Haiti,HTI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0739819356,0.075323271,0.0756628307,0.0607632272,0.0718223414,0.0712600146,0.0698479076,0.0585660071,0.0582290323,0.0682275509,0.0817720365,0.0841553907,0.0804602345,0.0850099432,0.093709959,0.0941654442,0.1288081001,0.132498711,0.1385918852,0.1357107504,0.1321422394,0.131714396,0.1385454719,0.1467596351,0.1463196658,0.1476174917,0.1292078415,0.1368823875,0.1501601857,0.1491828775,0.1399710383,0.1377012507,0.1231107623,0.0881361275,0.0391788257,0.1153586163,0.1298208234,0.1686142451,0.1491934839,0.1583838981,0.159990488,0.1805538619,0.2067028805,0.1932245722,0.2179487151,0.2240559604,0.2244749151,0.2501720736,0.2471082819,0.2303748937,0.2126941462,0.2186849734,0.22524859,0.2306101599,,,
Hungary,HUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.5444652411,4.8833267975,5.0250380302,5.5790455679,6.1662407539,6.0400372095,6.0650407279,5.7582422692,5.9629155752,6.0609139599,6.7714876605,6.6824580419,6.6770256717,7.0042424048,7.0717354791,7.1523812144,7.5494271596,7.8140484377,8.253547228,8.0557063278,8.1093492353,8.0862057602,8.1146089383,8.3388132781,8.516383853,8.0859374274,7.8582779804,7.9561295239,7.3859177103,7.2593293142,6.7104693007,6.4188584264,5.8237216811,5.9772940886,5.6937057657,5.8447115466,6.0187058043,5.9171680521,5.7627209477,5.7432484203,5.4658602008,5.5907159858,5.5218292703,5.8308964701,5.6849107552,5.7518489273,5.6981870391,5.5724595208,5.4635011817,4.8477947449,5.0215782504,4.789809729,4.487845,4.1888631874,,,
IBRD only,IBD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.3563512405,1.1936401131,1.1335854368,1.1443456723,1.1730187465,1.2293245181,1.284223032,1.2374269427,1.3195101572,1.4256463827,1.5813069274,1.6760838763,1.7296704861,1.7965823093,1.8171643518,1.9272119078,2.0158452518,2.1116826301,2.232039676,2.2738066492,2.2513384413,2.1932987724,2.2751513424,2.3123751104,2.3813336725,2.4753487029,2.5337313993,2.6236919106,2.7000797198,2.7324242676,2.6671613103,2.7309772943,2.7693708739,2.7416495106,2.6798743216,2.7460721339,2.7821383871,2.7345943621,2.661256581,2.6748904902,2.6909531743,2.7104362475,2.7433165559,3.0074027684,3.2280899151,3.3673349845,3.5604384914,3.6863904824,3.8380276939,3.8874133394,4.198269358,4.4869022451,4.6005563574,4.5766455611,,,
IDA & IBRD total,IBT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.1485984544,1.0134519688,0.9659958412,0.9756646014,1.0026208143,1.0537970776,1.1022948897,1.066836213,1.1375551747,1.2263111705,1.3579458535,1.4372218498,1.4806953927,1.5410734961,1.559366987,1.6396034268,1.7082922158,1.7816313404,1.8757809038,1.9169036578,1.8982659194,1.8479015589,1.9109267474,1.9364567134,1.990072089,2.0663547381,2.1091907521,2.1759201694,2.2382054531,2.2477483032,2.1899303413,2.2347043773,2.2715170331,2.2409524647,2.1833816251,2.2261228278,2.2553954467,2.2141039864,2.1550465706,2.1617334795,2.1781237971,2.1909166561,2.2166587176,2.4137163925,2.5813657551,2.6817846765,2.8237104131,2.9137853585,3.0228677226,3.0498001257,3.2821020586,3.4940796631,3.5714377895,3.5411233946,,,
IDA total,IDA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.222312345,0.2241396174,0.2402144646,0.2464826919,0.2698751633,0.301434965,0.3243096102,0.3403037062,0.3650680268,0.3817244197,0.4132473581,0.4281310858,0.4307312978,0.4668629432,0.4797747996,0.440739202,0.4344332999,0.4247346125,0.4226776103,0.4736521911,0.4825812354,0.473773934,0.4721900366,0.4623856895,0.4682271148,0.4889349512,0.4855534103,0.4776749237,0.5019078052,0.4418145235,0.4287631981,0.4219664122,0.4734817213,0.4526055034,0.4294153626,0.4088685208,0.4341556581,0.4329817705,0.4404217308,0.4411526879,0.4773644616,0.4869994596,0.5090191034,0.5102842541,0.5315958997,0.5337237534,0.5417536716,0.5486094033,0.556633822,0.545512515,0.5768319623,0.5993117033,0.608230233,0.596906733,,,
IDA blend,IDB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.3347488727,0.3488718432,0.380231078,0.4041069119,0.4519279367,0.51162604,0.5755293139,0.6057791958,0.5900942308,0.6605888332,0.7393094381,0.7769097608,0.7927250975,0.8705699418,0.9068242953,0.8089370665,0.8081724993,0.7664676132,0.7589989631,0.9001211318,0.9034901971,0.8972978888,0.901418161,0.8810188454,0.9007019543,0.9410028271,0.9469611183,0.9058017881,0.9573615272,0.8067575798,0.7906588308,0.7905606546,0.9231480403,0.9002138746,0.8487926131,0.7788439318,0.8279174291,0.8297062895,0.8594438358,0.8589327802,0.9515083129,0.967086556,1.0276261642,1.0255629264,1.0609472127,1.0681306678,1.0773367654,1.0858149325,1.0942759652,1.0540999194,1.111593942,1.1562290944,1.1572776746,1.0993478129,,,
Indonesia,IDN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.2438052917,0.2887198646,0.2484469793,0.2396813493,0.2293611382,0.2461387971,0.2269919576,0.2319154781,0.2535052772,0.2986733016,0.3119518554,0.3306214785,0.3580079966,0.3954702496,0.4021566681,0.4128050189,0.4612389481,0.6002977437,0.6677801754,0.6601457128,0.6426495409,0.6634071194,0.6822242083,0.6640976324,0.6944020641,0.7347680455,0.7229172663,0.7184145272,0.7552094455,0.7348063224,0.8243416533,0.9735445339,1.0788976276,1.1452672037,1.1416601035,1.1420774532,1.266918319,1.3736934103,1.0216632142,1.1598172263,1.2452416188,1.3751914686,1.4111354114,1.4379523424,1.5122383932,1.5115343437,1.505337668,1.6166591856,1.7698795252,1.8720117003,1.7745737374,2.3421573604,2.4171303886,1.9077812593,,,
IDA only,IDX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.1390512216,0.1343949366,0.1408691602,0.1375377796,0.1458704586,0.1597285618,0.1596104444,0.1668973332,0.2090360059,0.1971932561,0.2016524588,0.2035566871,0.1992549092,0.2105013189,0.2104236364,0.2042842592,0.1960642136,0.2024957956,0.2030321716,0.2039858003,0.2139610475,0.2051941755,0.2011233962,0.1977565124,0.1962674016,0.204739119,0.1974095903,0.2062805747,0.2141682817,0.2056206664,0.1963661207,0.1880557956,0.1950833391,0.1765908081,0.1722555903,0.1834909935,0.1953413868,0.193297557,0.188033176,0.1905802807,0.1940504989,0.2016750621,0.2023829681,0.2073874993,0.2221471461,0.2228035898,0.2315312312,0.2386533514,0.2475173971,0.254138042,0.2712686347,0.2818970893,0.2964150286,0.3125988111,,,
Isle of Man,IMN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.2681614074,0.2842917282,0.306519469,0.3225329926,0.3089004466,0.3333306495,0.3378539821,0.3317634324,0.3532810801,0.3519906809,0.352279914,0.3633376002,0.3757311117,0.3780313066,0.3819146999,0.4056620798,0.4146381211,0.4287112081,0.4251097434,0.4357343424,0.4503769572,0.4748549055,0.4787563906,0.506665544,0.507567776,0.5455592624,0.5722458564,0.5977261365,0.6318551965,0.6790005234,0.7111800505,0.7407760902,0.7712274493,0.7828190297,0.8112958112,0.8446073841,0.9009831764,0.9196925439,0.9211128417,0.9621149802,0.9794703393,0.9713260998,0.9670419412,0.992085712,1.0247695867,1.0683693449,1.1218747348,1.1932054176,1.3101818809,1.4319479702,1.3970045784,1.4804356443,1.5974361887,1.590272829,,,
Not classified,INX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
